user,course,course_grade,course_topic,easy_correct,medium_correct,hard_correct,upcoming_assignment,days_to_deadline,target
1,COMM107,85.0637868033824,Small Group Presentation,88.86984586973715,81.37659647941261,95.40479520160402,0,,0.26476128212193484
1,COMM107,85.0637868033824,Final Presentation,86.58808825306409,95.38435167100214,42.150304029117144,1,0.9321134592082386,0.4924233351143892
1,MATH240,90.39024729173248,Systems of Linear Equations,98.88505109636903,87.28478644685967,90.19273146169044,1,0.2107814302703246,0.4645421004793916
1,MATH240,90.39024729173248,Row Reduction and Echelon Forms,94.08443230977375,98.29443137981784,73.51199850112368,1,0.415928316562325,0.6818234527116644
1,MATH240,90.39024729173248,Vector Equations,91.67501068041645,67.52511760167476,97.98994961029902,0,,0.31761656551521983
1,MATH240,90.39024729173248,The Matrix Equation,79.70240647706206,91.87438125542504,65.68286397758159,0,,0.3087099437111844
1,MATH240,90.39024729173248,Solution Sets of Linear Systems,64.4926069568871,84.0776163750196,88.79188981812906,1,0.9071803182780772,0.3131157445212932
1,MATH240,90.39024729173248,Linear Independence,84.96115290099617,95.30183803494195,85.39086295920725,1,0.7907841668516985,0.6031558423994965
1,MATH240,90.39024729173248,Introduction to Linear Transformations,72.998164470672,90.10330014446029,91.3455299558578,1,0.6517291908150922,0.6996910435901517
1,MATH240,90.39024729173248,The Matrix of a Linear Transformation,93.9576554202048,93.3749266500168,53.563712759163955,1,0.8419494540997698,0.5001893293903282
1,MATH240,90.39024729173248,Matrix Operations,98.61275290636569,85.75689095657589,92.61139047746121,1,0.7106694759671012,0.6995634688564896
1,MATH240,90.39024729173248,The Inverse of a Matrix,96.70481182266045,88.13407472299221,78.47630152016447,1,0.9247393684324532,0.42518576638475697
1,MATH240,90.39024729173248,Characterizations of Invertible Matrices,93.97588195233355,79.37861732970347,56.136943142981366,0,,0.4178264975378861
1,MATH240,90.39024729173248,Subspaces of Rn,86.66591727068962,75.44854211304533,69.81288586651515,1,0.9620677633701942,0.39918664401424775
1,MATH240,90.39024729173248,Introduction to Determinants,91.89171663079996,96.90021078965032,83.5044557575826,1,0.43099710143147874,0.6084251438748998
1,MATH240,90.39024729173248,Properties of Determinants,77.79677314204525,81.51321567716623,96.26708715174513,0,,0.5657441551891141
1,MATH240,90.39024729173248,"Cramers Rule, Volume, and Linear Transformations",76.03253320875874,99.75558590406726,88.4631361047402,0,,0.3074033299689788
1,MATH240,90.39024729173248,Vector Spaces and Subspaces,77.97265051944782,89.62071849339968,89.72781358837385,1,0.11881792549151626,0.6865460722556338
1,MATH240,90.39024729173248,"Null Spaces, Column Spaces, Row Spaces, and Linear Transformations",75.129046677817,91.1601079604528,88.53119627349308,1,0.43063404044251874,0.49894449721777967
1,MATH240,90.39024729173248,Linearly Independent Sets and Bases,83.5498408931622,93.1836532495751,72.94877379669944,1,0.9409321154796345,0.5021635753306268
1,MATH240,90.39024729173248,Coordinate Systems,80.7879986056299,72.76435405622098,94.8243019892151,0,,0.38272715654013667
1,MATH240,90.39024729173248,The Dimension of a Vector Space,84.9753323829428,85.07359326566632,90.76855962126459,1,0.697486928686665,0.5237371939203168
1,MATH240,90.39024729173248,Change of Basis,90.44038203681659,88.34282800980698,90.8587487505551,1,0.8672095457704936,0.37808911970861575
1,MATH240,90.39024729173248,Eigenvectors and Eigenvalues,95.23074502844518,92.67752750692574,98.60138588070961,1,0.03604032995887185,0.6832177480205099
1,MATH240,90.39024729173248,The Characteristic Equation,94.91004347304843,96.85503992886187,84.64282223560298,0,,0.39235373773318155
1,MATH240,90.39024729173248,Diagonalization,98.33213209801904,90.90015051743701,82.39929854339864,1,0.607422093263071,0.6274951071482948
1,MATH240,90.39024729173248,Eigenvectors and Linear Transformations,92.92498112695573,86.3361962718138,79.31307002311256,1,0.2656078328895417,0.6296709840170812
1,MATH240,90.39024729173248,Complex Eigenvalues,88.47820103393393,83.37717136555744,87.24964296176167,0,,0.20599248889983515
1,MATH240,90.39024729173248,"Inner Product, Length, and Orthogonality",87.21012695006074,77.59576715794296,86.5464747399513,1,0.05128432146952644,0.6622784284773708
1,MATH240,90.39024729173248,Orthogonal Sets,81.15779652735486,65.15611260044801,60.77332393285554,0,,0.24710621294666435
1,MATH240,90.39024729173248,Orthogonal Projections,88.52849677948701,84.29649053336513,79.72666177794406,0,,0.3226142288521262
1,MATH240,90.39024729173248,The Gram-Schmidt Process,91.66911195644653,99.02230692428715,70.91800073063041,1,0.333941545311237,0.5529572265549535
1,MATH240,90.39024729173248,Least-Squares Problems,73.1352735763949,84.04819546208202,57.41641966236979,1,0.11645348262875954,0.62095088944848
1,MATH240,90.39024729173248,Machine Learning and Linear Models,94.79713493529589,94.24865871741092,84.00865288020061,1,0.7297926742058545,0.35597319828316354
1,MATH240,90.39024729173248,Inner Product Spaces,83.35901054508452,86.09995633484458,93.55968037229567,1,0.06885560284338876,0.5838119785851237
1,MATH240,90.39024729173248,Diagonalization of Symmetric Matrices,84.9298401151445,88.43722656355519,92.62838790236754,1,0.9716001910436924,0.45995909032309346
1,MATH240,90.39024729173248,The Singular Value Decomposition,80.89684276859116,96.7294315840827,62.26241287181806,1,0.4577806301533337,0.5291681820802451
1,MATH241,92.1849642308218,3D,94.90892943304817,92.79258381151082,71.72237337160131,1,0.24992713758925,0.6496989136125207
1,MATH241,92.1849642308218,"Points, Axes, Spheres, Distance",88.02903419700516,91.39831082447415,86.14525115479213,1,0.4074998181220568,0.7125022023465465
1,MATH241,92.1849642308218,Vectors,89.26134097126464,58.94047904083347,88.62868227564925,1,0.16219242699052216,0.4849645998044444
1,MATH241,92.1849642308218,Dot Product,89.71522700810658,69.57430576757721,90.14559681157232,0,,0.5017428712797073
1,MATH241,92.1849642308218,Cross Product,70.81924448343455,78.57297414771902,97.35978214923894,0,,0.47954926171440115
1,MATH241,92.1849642308218,Equations of Lines,89.31211030947479,92.62606090847788,66.94980387251309,0,,0.20274100577664098
1,MATH241,92.1849642308218,Equations of Planes,81.10422413548193,67.696775450951,99.69913365739451,0,,0.2819375249336832
1,MATH241,92.1849642308218,Basics of Vector Valued Functions,77.40053948090008,94.74381062346421,90.95319762280553,1,0.8178141778552857,0.4359091710688378
1,MATH241,92.1849642308218,Limits of Vector Valued Functions,74.54588903412356,58.099155760807584,83.23111753122622,1,0.9308090067033683,0.5809414353899472
1,MATH241,92.1849642308218,Derivatives and Integrals of Vector Valued Functions,99.35159704710628,93.35034853742596,66.212580245272,1,0.2738796734317288,0.5120258713378731
1,MATH241,92.1849642308218,Curves and Associated Definitions,99.59969607333932,94.515896447662,78.68403671208435,1,0.5255276454109652,0.5783787973592365
1,MATH241,92.1849642308218,Tangents and Normals to Curves,94.63535288969675,84.225198793633,84.59081529639285,0,,0.4478743981302718
1,MATH241,92.1849642308218,Functions of Several Variables,91.99601590225275,68.08700573421942,91.96737168324326,0,,0.38744082944376146
1,MATH241,92.1849642308218,Partial Derivatives,99.84952965660882,77.53093974655745,41.37373576105989,1,0.21085089740631402,0.7134559220040713
1,MATH241,92.1849642308218,The Chain Rule,72.5800229682238,83.46030649065005,66.19070450857977,0,,0.3799524704034848
1,MATH241,92.1849642308218,The Directional Derivative,97.22755111349105,85.49295722342882,92.26611921216079,0,,0.31977796139928005
1,MATH241,92.1849642308218,The Gradient,96.58560576237583,85.72903099230439,76.27783557866717,1,0.18541282995817654,0.5894095158808693
1,MATH241,92.1849642308218,Tangent Plane Approximation,86.99397813115979,86.74194557859444,95.5667521257449,1,0.8606803588576467,0.4616059419757191
1,MATH241,92.1849642308218,Maxima and Minima,84.4938214084323,84.90748238453037,85.4275554510406,1,0.3667692627588244,0.635483851041597
1,MATH241,92.1849642308218,Lagrange Multipliers,87.26203448154912,96.30705038075997,93.1829783660322,1,0.014376971430531849,0.8553612574044679
1,MATH241,92.1849642308218,Double Integrals,99.9227344595197,88.6749122757494,70.65533961750869,1,0.8756172919954407,0.6259873209684108
1,MATH241,92.1849642308218,Double Integrals in Polar,87.59311586428038,93.09585863226694,87.3502530848556,1,0.1883486235989198,0.5420314106925632
1,MATH241,92.1849642308218,Triple Integrals in Rectangular,90.05744332391217,62.38110080742176,94.56074080141435,0,,0.34740779376495207
1,MATH241,92.1849642308218,Triple Integrals in Polar,79.2992371847274,55.37049289077613,89.63760871335678,1,0.26823368646165713,0.6532526005054622
1,MATH241,92.1849642308218,Triple Integrals in Spherical,96.42361741760972,74.59020988224867,93.67606358160168,1,0.3125273291513767,0.5859133467206293
1,MATH241,92.1849642308218,Change of Variables,96.37977752739324,96.34708399010323,71.50271102683998,1,0.26171808351496917,0.6050833040280134
1,MATH241,92.1849642308218,Parametrization of Surfaces,98.95837414400131,93.44231966431026,89.44207705751553,0,,0.3595767034946826
1,MATH241,92.1849642308218,Vector Fields,89.28574108615277,77.2256067136274,57.02391673220547,1,0.5013811058173167,0.5601471264800107
1,MATH241,92.1849642308218,Line Integrals of Functions and VFs,85.51622661268422,87.59714742239618,81.7996553537951,1,0.9450421053761521,0.5045408109476507
1,MATH241,92.1849642308218,The Fundamental Theorem of Line Integrals,93.2603655233998,68.9516333904781,75.59296657452519,1,0.2894273605755493,0.5688610872008475
1,MATH241,92.1849642308218,Greens Theorem,94.39753448563697,83.5688726277874,59.225349393175854,0,,0.48917885511463366
1,MATH241,92.1849642308218,Surface Integrals of Functions,89.36652179742326,97.06334223470968,86.9684915294313,0,,0.43119188951399073
1,MATH241,92.1849642308218,Surface Integrals of Vector Fields,80.56190068004594,84.24471579250667,96.06821807405036,1,0.8579294113507255,0.709684760282281
1,MATH241,92.1849642308218,Stokes Theorem,78.36664207879437,95.38082219246661,69.66765881937263,1,0.14969045772345413,0.4396074318867307
1,MATH241,92.1849642308218,The Divergence Theorem (Gauss's theorem),98.99816850128542,89.22343361613456,78.35697831099236,1,0.3452338254178158,0.694843975311896
1,MATH246,90.23493975192841,Introduction to First-Order DEs,82.59358031933512,85.19242682984574,78.66569447770054,1,0.6146794915872471,0.5689013396929399
1,MATH246,90.23493975192841,Linear First-Order DEs,95.629690983095,64.80089611811964,74.33266038334911,1,0.5533873172732363,0.4151157822786933
1,MATH246,90.23493975192841,Separable DEs,98.10063925073743,99.78268000444504,80.71372530286945,1,0.357916118116562,0.4910900111198142
1,MATH246,90.23493975192841,Graphical Methods,79.4027115297307,70.87502505154949,93.49813902741421,1,0.010937850708400143,0.6158304827213253
1,MATH246,90.23493975192841,Applications,93.43023349185619,92.26168345347565,82.56560868589787,1,0.36103128003485563,0.6108459769614248
1,MATH246,90.23493975192841,Approximation Methods,86.25258290677262,56.608111392476474,77.17476230280487,0,,0.21973358062357357
1,MATH246,90.23493975192841,Exact Differential Equations,87.05380433046885,81.59859780430389,90.44847899838649,1,0.9134037317188648,0.4122897455451437
1,MATH246,90.23493975192841,Introduction to Higher Order Linear Differential Equations,96.18038735296346,96.8900483958345,79.4450441608581,0,,0.36018598951195435
1,MATH246,90.23493975192841,Matrices and Determinants,96.01324610410641,92.49660003611737,63.526180007921326,0,,0.29903515403716935
1,MATH246,90.23493975192841,Homogeneous DEs - Method and Theory,97.17153818023036,99.96981401999093,57.17809454829128,1,0.4407190618719672,0.6744202184417533
1,MATH246,90.23493975192841,Homogeneous DEs with Constant Coefficients,80.58489097362006,91.43692803436201,94.56520919606822,0,,0.4284755255421382
1,MATH246,90.23493975192841,Nonhomogeneous DEs - Method and Theory,99.97924493006632,94.1699195111356,75.07870945628382,0,,0.31387436036012584
1,MATH246,90.23493975192841,The Method of Undetermined Coefficients,89.5559845158012,63.922052516048545,74.76679832117844,1,0.7020604763793843,0.45550882364398104
1,MATH246,90.23493975192841,Variation of Parameters,86.61398042058664,72.32803263198926,94.6242232005206,1,0.41792804027021835,0.570364488133591
1,MATH246,90.23493975192841,Mechanical Vibrations,98.68488752028405,71.86584967949523,96.10003935998714,0,,0.3634513397578325
1,MATH246,90.23493975192841,Laplace Transforms,80.19658903449503,82.26268451462818,71.83449532576525,1,0.17574754817794258,0.652325980583807
1,MATH246,90.23493975192841,Introduction to First Order Systems,84.37289203273596,94.862412724989,99.78472679229363,0,,0.25796701406707123
1,MATH246,90.23493975192841,Matrix and Vector Essentials,87.61968160030622,76.48912825700708,95.38572602167463,1,0.6431332425911905,0.6465721177062507
1,MATH246,90.23493975192841,Notations and Theory for Systems,99.57111510416863,90.43412685617486,76.58688765527839,1,0.48038976574386716,0.5717715183532383
1,MATH246,90.23493975192841,Using Eigenpairs to Construct Solutions,97.26279534604402,57.17159994747122,66.00894671203613,0,,0.15003962385537883
1,MATH246,90.23493975192841,Graphing Solutions,88.35404264632987,61.14733927342887,79.33458641843114,1,0.31518869144820283,0.7438499783356711
1,MATH246,90.23493975192841,Hamiltonian Systems,88.80051024875777,86.24946086749567,69.94706650920448,0,,0.21938363969832697
1,MATH246,90.23493975192841,Linearization of Nonlinear Systems,99.36686720211416,62.22382098596741,43.77046344165355,1,0.3104230642600575,0.41238059671378025
1,MATH246,90.23493975192841,Population Dynamics,77.4315184570197,63.77516473026941,89.07991140442354,0,,0.2575203000323425
2,CMSC320,91.49975582163127,Introduction to Data Science and Data Type,80.45258447862193,96.2794840805309,88.80137426418044,1,0.6914425863170351,0.5300317022969863
2,CMSC320,91.49975582163127,Experiment Design,75.0978348961385,57.7522761816211,42.19206175341772,0,,0.2100294481879954
2,CMSC320,91.49975582163127,Pandas and SQL,64.6536059945138,50.54342982831557,60.616884806183215,1,0.22489470057858552,0.629933987313861
2,CMSC320,91.49975582163127,"Probability, Distributions, and Summary Stats",82.07784691336036,80.98246302117771,88.47712430327876,1,0.4143167882747698,0.7203500780117751
2,CMSC320,91.49975582163127,Hypothesis Testing,68.69043419753493,71.67509351187877,50.75177310287142,1,0.29140244367076795,0.6336477600335626
2,CMSC320,91.49975582163127,Data Visualization,92.26161159470138,86.22765240721684,69.4502360263279,1,0.9065416880866106,0.5019180121011667
2,CMSC320,91.49975582163127,Data Exploration,85.69330172935207,88.78379718553785,40.5759959064349,1,0.4809821099942435,0.5673436153470249
2,CMSC320,91.49975582163127,Data Cleaning,98.29284806938082,62.93731124822091,94.35794642004669,1,0.34392051038367455,0.6816689315872985
2,CMSC320,91.49975582163127,Introduction to Machine Learning,67.2949709790785,84.31049216868381,98.43221173119508,1,0.8196619850980496,0.6102256634381986
2,CMSC320,91.49975582163127,Feature Engineering,86.75590399842436,60.200175504134855,70.33665165906928,0,,0.46134372368156346
2,CMSC320,91.49975582163127,Decision Tree,79.52125350771871,70.66283532733065,73.81214372806976,1,0.7513348063355975,0.5144869745290688
2,CMSC320,91.49975582163127,Classifications,94.71235128156624,69.11188107213432,40.64417852109147,0,,0.3577795264655614
2,CMSC320,91.49975582163127,Regression,81.15016519576412,89.68208888351367,78.53191165823158,0,,0.3638294532454343
2,CMSC320,91.49975582163127,Unsupervised Learning & Dimensionality Reduction,60.92957832559213,73.08487672050833,49.56642270678937,1,0.8797448691677798,0.4639812803299749
2,CMSC320,91.49975582163127,Introduction to Neural Network,94.91923841510031,91.25241126316251,60.88969281727823,1,0.19858705593777015,0.5260739724377221
2,CMSC320,91.49975582163127,Image Processing,76.00247665106812,72.88485136400246,81.7169649327925,1,0.7076710176012185,0.5627641779314247
2,CMSC320,91.49975582163127,Intro to Natural Language Processing,99.8742494359335,86.15791819701234,64.34207736238334,1,0.5601286385311044,0.5091565949383353
2,CMSC320,91.49975582163127,Introduction to Graph Theory,89.6399792139275,78.46664150630579,95.48839027784688,1,0.7157642239459576,0.5822724116664741
2,CMSC320,91.49975582163127,Recommender System,79.77321341604821,64.9778712537856,42.268938438745806,1,0.49588881903981974,0.5003972391832519
2,CMSC320,91.49975582163127,Data Ethics,94.42239252179758,99.22776602201334,70.74855464475702,0,,0.3165020158002941
2,CMSC351,75.6242271235605,Introduction,82.32683868704648,50.66719940211054,84.04566358591345,0,,0.3563733973661438
2,CMSC351,75.6242271235605,Coin Changing,82.67853432282128,82.20118891498817,75.20090759028844,1,0.9051181299665658,0.5428598006697453
2,CMSC351,75.6242271235605,Big Notation,77.87924053300588,86.900246165161,70.12472147907589,0,,0.4184741959860824
2,CMSC351,75.6242271235605,Rigorous Time,73.15317352360671,64.58724738964494,73.07428531606507,1,0.5171513444801971,0.6000036126654003
2,CMSC351,75.6242271235605,Maximum Contiguous Sum,92.00933181546476,75.01805226090832,83.63244028527771,1,0.577461498893246,0.4026964857347186
2,CMSC351,75.6242271235605,BubbleSort,78.71715561081317,57.734821033169204,73.23827718581187,0,,0.33550472889327715
2,CMSC351,75.6242271235605,SelectionSort,80.25631967596044,74.13719793626815,76.91801182458971,1,0.6739221561667842,0.5193667289162053
2,CMSC351,75.6242271235605,InsertionSort,90.74947689384989,78.73176980146218,79.52763284006645,0,,0.21405336764709132
2,CMSC351,75.6242271235605,Binary Search,75.76393247796169,88.39526839968252,79.6126624224263,1,0.23843394890161496,0.4831536528148396
2,CMSC351,75.6242271235605,"Recurrence Relations, Trees, Digging Down",61.84171311278941,59.753595571019446,58.289315792473985,1,0.04617271990591043,0.5701198388661461
2,CMSC351,75.6242271235605,Master Theorem,76.06009305212338,96.89320906244168,95.2807471051463,1,0.8538413638977378,0.5275992650856592
2,CMSC351,75.6242271235605,MergeSort,71.31677258071016,58.42477198116907,76.45402147861127,0,,0.3687534543767215
2,CMSC351,75.6242271235605,Heaps and HeapSort,72.97903980746813,76.9375591067992,49.00246021607788,1,0.7165017268959868,0.6020299385819773
2,CMSC351,75.6242271235605,QuickSort,84.41525718476646,99.03779352815778,95.36103828209141,1,0.619974639217257,0.5823229178387367
2,CMSC351,75.6242271235605,Limitations on Comparison-Based Sorting,61.39789776469631,71.2886557727687,86.172684663275,1,0.9421780957455592,0.4612952973446084
2,CMSC351,75.6242271235605,CountingSort,79.07554446438884,67.22407678382453,75.69494173951897,1,0.3598140995881247,0.5462343330684368
2,CMSC351,75.6242271235605,RadixSort,72.9648243059972,89.45180326913957,66.7203283720336,1,0.6704387641256745,0.40547746748749564
2,CMSC351,75.6242271235605,Integer Multiplication,92.78825371253066,80.41254987869583,74.48705819629006,1,0.6073426505165087,0.6328383821071576
2,CMSC351,75.6242271235605,Graphs,71.23868052512375,96.13884470056189,66.44174670647142,0,,0.17500370023790188
2,CMSC351,75.6242271235605,Shortest Path,80.43784694475295,75.85965685075872,99.21513245255191,1,0.3822238253774132,0.6351173981784796
2,CMSC351,75.6242271235605,Breadth-First Traverse,99.23308466665932,56.69983826699451,51.11676667651579,1,0.4536590941164731,0.7458610868233342
2,CMSC351,75.6242271235605,Depth-First Traverse,79.19400890616605,77.65100040412342,89.97830947266908,1,0.030311380812027666,0.42136879617135437
2,CMSC351,75.6242271235605,Dijkstras Algorithm,98.14472560161703,84.4848043765295,87.64521182028183,1,0.09301727646528213,0.6455810885023332
2,CMSC351,75.6242271235605,Floyds Algorithm,65.61404399932836,98.03130207402391,77.80938338097162,1,0.1430472913200429,0.3670923201630358
2,CMSC351,75.6242271235605,Spanning Trees,89.20436421778845,76.60558881433383,99.98772094192874,1,0.19109578994422327,0.5114957063757163
2,CMSC351,75.6242271235605,Minimax Algorithm,86.97290969972114,95.80327075631597,91.84559106065109,1,0.7207149374046383,0.5291134466238512
2,CMSC351,75.6242271235605,Huffmans Algorithm,83.52168194646171,73.57416995113121,73.13661082240907,1,0.9457789648151774,0.37415890835267196
2,CMSC351,75.6242271235605,P and NP,84.40041626146713,70.50419605282849,87.05215655197549,1,0.5527823530920117,0.5280738671549908
2,COMM107,74.38538660235731,Informative Presentation,61.35292332545433,78.3176895991309,63.83947679810562,1,0.5381333478895534,0.40558870213969817
2,COMM107,74.38538660235731,Persuasive Presentation,79.10971635423816,79.36979373715099,90.48949930799594,1,0.5708504920503261,0.7350317521404524
2,COMM107,74.38538660235731,Small Group Presentation,75.49571726794566,77.33726342671584,60.16499257194235,1,0.0287228748854208,0.7122129237700116
2,COMM107,74.38538660235731,Final Presentation,88.55711012098286,90.16220292482546,93.22993098580822,1,0.4306119428388758,0.5895952953758419
2,MATH240,83.87743143702885,Systems of Linear Equations,77.50387332568216,62.32267257081522,83.77330975307781,1,0.18382626082852616,0.5232476933806116
2,MATH240,83.87743143702885,Row Reduction and Echelon Forms,70.88267175028457,84.7091452743525,99.29413733925219,0,,0.35227997720029014
2,MATH240,83.87743143702885,Vector Equations,68.3789437559483,72.66200663312199,83.91357401356403,0,,0.46740849484668856
2,MATH240,83.87743143702885,The Matrix Equation,68.77154145468658,76.6920572222869,87.51709234298659,1,0.8091424935159246,0.5863384928957809
2,MATH240,83.87743143702885,Solution Sets of Linear Systems,84.04287224805954,76.74567453703919,70.25253931464219,1,0.031300311457204466,0.5490705197696314
2,MATH240,83.87743143702885,Linear Independence,73.57147756391578,62.604319614181264,68.85773482517934,0,,0.44700511130713094
2,MATH240,83.87743143702885,Introduction to Linear Transformations,78.69977000578716,86.23620269502507,84.80129680287445,1,0.6439813869018547,0.4861722883566706
2,MATH240,83.87743143702885,The Matrix of a Linear Transformation,79.69997046304067,71.72698374398057,61.94941624979049,0,,0.29890657343148525
